job_key,job_title,company,status,application_stage,date_applied,follow_up,last_updated,resume_used,cover_letter_used,recruiter_name,recruiter_email,interview_date,salary,apply_url,source_email_url,job_link,notes
[remote] salesforce administrator (contract) – phased implementation|hirevista,[Remote] Salesforce Administrator (Contract) – Phased Implementation,hirevista,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
hubspot crm manager|hirevista,HubSpot CRM Manager,hirevista,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
customer relationship management analyst|vmysmartpros,Customer Relationship Management Analyst II,vmysmartpros,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
sales operations business analyst|skillsoft,Sales Operations Business Analyst,Skillsoft,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
revenue operations associate|jobgether,Revenue Operations Associate,Jobgether,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
"area sales strategy business analyst, rhythm solutions|boston scientific","Area Sales Strategy Business Analyst, Rhythm Solutions",Boston Scientific,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
surest senior data analyst|unitedhealthcare,Surest Senior Data Analyst,UnitedHealthcare,Not Applied,Not Applied,,,2026-06-25,Business Analytics Resume,No,,,,,,,,
systems analyst|bosch building technologies north america,Systems Analyst II,Bosch Building Technologies North America,Not Applied,Not Applied,,,2026-06-25,General Resume,No,,,,,,,,
lead business analyst|tempworks software,Lead Business Analyst,TempWorks Software,Not Applied,Not Applied,,,2026-06-25,Business Analyst Resume,No,,,,,,,,
financial analyst|robert half,Financial Analyst,Robert Half,Not Applied,Not Applied,,,2026-06-25,General Resume,No,,,,,,,,
sr. business systems analyst|entrust,Sr. Business Systems Analyst,Entrust,Not Applied,Not Applied,,,2026-06-25,General Resume,No,,,,,,,,
data analyst i - uhc cove|unitedhealth group,Data Analyst I - UHC Cove,UnitedHealth Group,Not Applied,Not Applied,,,2026-06-25,Business Analytics Resume,No,,,,,,,,
m&a analyst|daikin applied americas,M&A Analyst,Daikin Applied Americas,Not Applied,Not Applied,,,2026-06-25,General Resume,No,,,,,,,,
it compliance analyst|experis,IT Compliance Analyst,Experis,Not Applied,Not Applied,,,2026-06-25,General Resume,No,,,,,,,,
business technology analyst|u.s. bank,Business Technology Analyst,U.S. Bank,Not Applied,Not Applied,,,2026-06-25,General Resume,No,,,,,,,,
operations analyst - entry to mid level|escuela argentina de ergonomía,Operations Analyst - Entry to Mid Level,Escuela Argentina de Ergonomía,Not Applied,Not Applied,,,2026-06-25,Sales Ops / RevOps Resume,No,,,,,,,,
operations excellence analyst|home chef,Operations Excellence Analyst,Home Chef,Not Applied,Not Applied,,,2026-06-25,Sales Ops / RevOps Resume,No,,,,,,,,
"analyst, sales operations|spoton","Analyst, Sales Operations",SpotOn,Not Applied,Not Applied,,,2026-06-25,Sales Ops / RevOps Resume,No,,,,,,,,
sales operations specialist|nimble solutions,Sales Operations Specialist,nimble solutions,Not Applied,Not Applied,,,2026-06-25,Sales Ops / RevOps Resume,No,,,,,,,,
operations control specialist|life link iii,Operations Control Specialist,Life Link III,Not Applied,Not Applied,,,2026-06-25,Business Analyst Resume,No,,,,,,,,
ap operations coordinator|post consumer brands,AP Operations Coordinator,Post Consumer Brands,Not Applied,Not Applied,,,2026-06-25,Business Analyst Resume,No,,,,,,,,
development coordinator|american heart association,Development Coordinator,American Heart Association,Not Applied,Not Applied,,,2026-06-25,Business Analyst Resume,No,,,,,,,,
project administrator|dlr group,Project Administrator,DLR Group,Not Applied,Not Applied,,,2026-06-25,Business Analyst Resume,No,,,,,,,,
data analyst i - uhc cove|unitedhealthcare,Data Analyst I - UHC Cove,UnitedHealthcare,Not Applied,Not Applied,,,2026-06-25,Business Analytics Resume,No,,,,,,,,
business intelligence analyst|mystic lake casino hotel,Business Intelligence Analyst,Mystic Lake Casino Hotel,Not Applied,Not Applied,,,2026-06-25,Business Analytics Resume,No,,,,,,,,
sr. business analyst - uhc cove|unitedhealthcare,Sr. Business Analyst - UHC COVE,UnitedHealthcare,Not Applied,Not Applied,,,2026-06-25,Business Analyst Resume,No,,,,,,,,
salesforce data cloud specialist -remote usa|addison group,Salesforce Data Cloud Specialist -Remote USA,Addison Group,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
senior sales enablement specialist|resideo,Senior Sales Enablement Specialist,Resideo,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
"associate, sales - 2027 marketing bba grads|sc johnson","Associate, Sales - 2027 Marketing BBA Grads",SC Johnson,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
business system analyst|culligan international,Business System Analyst,Culligan International,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
salesforce administrator|watts water technologies,Salesforce Administrator,Watts Water Technologies,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
salesforce operations crm analyst|stand8 technology consulting,Salesforce Operations CRM Analyst,Stand8 Technology Consulting,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
salesforce administrator|insight global,Salesforce Administrator,Insight Global,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
acquisition sales specialist - ai solutions|thomson reuters,Acquisition Sales Specialist - AI Solutions,Thomson Reuters,Not Applied,Not Applied,,,2026-06-25,General Resume,No,,,,,,,,
account manager- midwest|precor,Account Manager- Midwest,Precor,Not Applied,Not Applied,,,2026-06-25,General Resume,No,,,,,,,,
licensed insurance sales representative (remote / home-based)|allstate,Licensed Insurance Sales Representative (Remote / Home-Based),Allstate,Not Applied,Not Applied,,,2026-06-25,General Resume,No,,,,,,,,
inside parts sales|allstate peterbilt group,Inside Parts Sales,Allstate Peterbilt Group,Not Applied,Not Applied,,,2026-06-25,General Resume,No,,,,,,,,
equipment specialist|benco dental,Equipment Specialist,Benco Dental,Not Applied,Not Applied,,,2026-06-25,General Resume,No,,,,,,,,
salesforce administrator|decera clinical,Salesforce Administrator,Decera Clinical,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
salesforce admin certified business analyst|the adecco group,Salesforce Admin Certified Business Analyst II,The Adecco Group,Not Applied,Not Applied,,,2026-06-25,Salesforce Resume,No,,,,,,,,
salesforce manager|techdigital group,Salesforce Manager,TechDigital Group,Not Applied,Not Applied,,,2026-06-26,Salesforce Resume,No,,,,,,,,
senior salesforce architect & enterprise solution lead|techohana,Senior Salesforce Architect & Enterprise Solution Lead,TECHOHANA,Not Applied,Not Applied,,,2026-06-26,Salesforce Resume,No,,,,,,,,
salesforce architect|techohana,Salesforce Architect,TECHOHANA,Not Applied,Not Applied,,,2026-06-26,Salesforce Resume,No,,,,,,,,
salesforce solution architect|demand chain,Salesforce Solution Architect,Demand Chain,Not Applied,Not Applied,,,2026-06-26,Salesforce Resume,No,,,,,,,,
"senior ai & data architect: enterprise agentforce leader|salesforce.com, inc.",Senior AI & Data Architect: Enterprise Agentforce Leader,"salesforce.com, inc.",Not Applied,Not Applied,,,2026-06-26,Salesforce Resume,No,,,,,,,,
"salesforce.com, inc.|st paul, mn, united states","salesforce.com, inc.","St Paul, MN, United States",Not Applied,Not Applied,,,2026-06-26,Salesforce Resume,No,,,,,,,,
"salesforce.com, inc.|plymouth, mn, united states","salesforce.com, inc.","Plymouth, MN, United States",Not Applied,Not Applied,,,2026-06-26,Salesforce Resume,No,,,,,,,,
supply chain analyst|daikin applied americas,Supply Chain Analyst II,Daikin Applied Americas,Not Applied,Not Applied,,,2026-06-26,Operations / Supply Chain Resume,No,,,,,,,,
category management specialist|medtronic,Category Management Specialist,Medtronic,Not Applied,Not Applied,,,2026-06-26,Operations / Supply Chain Resume,No,,,,,,,,
sr analyst planning and inventory ops-small formats (minneapolis)|target,Sr Analyst Planning and Inventory Ops-Small Formats (Minneapolis),Target,Not Applied,Not Applied,,,2026-06-26,Operations / Supply Chain Resume,No,,,,,,,,
mes functional consultant|deloitte,MES Functional Consultant,Deloitte,Not Applied,Not Applied,,,2026-06-26,Operations / Supply Chain Resume,No,,,,,,,,
production planner i|tsi incorporated,Production Planner I,TSI Incorporated,Not Applied,Not Applied,,,2026-06-26,Operations / Supply Chain Resume,No,,,,,,,,
business development associate|nextern,Business Development Associate,Nextern,Not Applied,Not Applied,,,2026-06-26,General Resume,No,,,,,,,,
"inside sales representative, central region|owens & minor","Inside Sales Representative, Central Region",Owens & Minor,Not Applied,Not Applied,,,2026-06-26,General Resume,No,,,,,,,,
inside sales insurance specialist|amba,Inside Sales Insurance Specialist,AMBA,Not Applied,Not Applied,,,2026-06-26,General Resume,No,,,,,,,,
inside sales representative|kris lindahl real estate,Inside Sales Representative,Kris Lindahl Real Estate,Not Applied,Not Applied,,,2026-06-26,General Resume,No,,,,,,,,
territory sales specialist|esab corporation,Territory Sales Specialist,ESAB Corporation,Not Applied,Not Applied,,,2026-06-26,General Resume,No,,,,,,,,
account executive - pharmacy solutions - remote|optum,Account Executive - Pharmacy Solutions - Remote,Optum,Not Applied,Not Applied,,,2026-06-26,General Resume,No,,,,,,,,
systems operations manager|commure,Systems Operations Manager,Commure,Not Applied,Not Applied,,,2026-06-26,Sales Ops / RevOps Resume,No,,,,,,,,
commercial ops system admin|drivecentric,Commercial Ops System Admin,DriveCentric,Not Applied,Not Applied,,,2026-06-26,Sales Ops / RevOps Resume,No,,,,,,,,
associates client services representative|thomson reuters,Associates Client Services Representative,Thomson Reuters,Not Applied,Not Applied,,,2026-06-26,General Resume,No,,,,,,,,
strategic customer service & planning coordinator (56320)|mill rock packaging,Strategic Customer Service & Planning Coordinator (56320),Mill Rock Packaging,Not Applied,Not Applied,,,2026-06-26,General Resume,No,,,,,,,,
retail experience coordinator|andersen corporation,Retail Experience Coordinator II,Andersen Corporation,Not Applied,Not Applied,,,2026-06-26,General Resume,No,,,,,,,,
sales operations support - hpen cloud|hewlett packard enterprise,Sales Operations Support - HPEN Cloud,Hewlett Packard Enterprise,Not Applied,Not Applied,,,2026-06-26,Sales Ops / RevOps Resume,No,,,,,,,,
sales operations specialist|qcells north america,Sales Operations Specialist,Qcells North America,Not Applied,Not Applied,,,2026-06-26,Sales Ops / RevOps Resume,No,,,,,,,,
senior revenue operations analyst|rain,Senior Revenue Operations Analyst,Rain,Not Applied,Not Applied,,,2026-06-26,Sales Ops / RevOps Resume,No,,,,,,,,
salesforce business analyst|pinnacle method consulting,Salesforce Business Analyst,Pinnacle Method Consulting,Not Applied,Not Applied,,,2026-06-26,Salesforce Resume,No,,,,,,,,
sales operations manager (fully remote)|pinnacle method consulting,Sales Operations Manager (Fully Remote),Pinnacle Method Consulting,Not Applied,Not Applied,,,2026-06-26,Salesforce Resume,No,,,,,,,,
"business analyst, salesforce - experience cloud (customer portal)|pinnacle method consulting","Business Analyst, Salesforce - Experience Cloud (Customer Portal)",Pinnacle Method Consulting,Not Applied,Not Applied,,,2026-06-26,Salesforce Resume,No,,,,,,,,
inside sales representative|avnet,Inside Sales Representative,Avnet,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,,,,
inside sales representative|laborie,Inside Sales Representative,Laborie,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,,,,
inside sales engineer|air control concepts,Inside Sales Engineer,AIR Control Concepts,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,,,,
"project coordinator iv - plymouth, mn|medtronic","Project Coordinator IV - Plymouth, MN",Medtronic,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,,,
"specialist, administrative support|pearson","Specialist, Administrative Support",Pearson,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,,,
project coordinator - minnesota|at&t,Project Coordinator - Minnesota,AT&T,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,,,
"office and administrative specialist, senior|minnesota department of corrections","Office and Administrative Specialist, Senior",Minnesota Department of Corrections,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,,,
logistics operations specialist|bare home,Logistics Operations Specialist,Bare Home,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,,,
production planner|nvent,Production Planner,nVent,Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,,,,
deployment planner|lactalis usa,Deployment Planner,Lactalis USA,Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,,,,
it deployment inventory specialist|primary talent partners,IT Deployment Inventory Specialist,Primary Talent Partners,Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,,,,
"senior operations analyst - hardware & software asset management|ameriprise financial services, llc",Senior Operations Analyst - Hardware & Software Asset Management,"Ameriprise Financial Services, LLC",Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,,,,
staff sales operations analyst|ladders,Staff Sales Operations Analyst,Ladders,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
sales operations analyst|hackajob,Sales Operations Analyst,hackajob,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
system administrator|crew,System Administrator,Crew,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
mortgage systems administrator|remotehunter,Mortgage Systems Administrator,RemoteHunter,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
dynamics365 administrator|laticrete international,Dynamics365 Administrator,LATICRETE International,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
salesforce/ncino business system analyst|connectone bank,Salesforce/nCino Business System Analyst,ConnectOne Bank,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
salesforce consultant (remote us)|directive,Salesforce Consultant (Remote US),Directive,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
sales operations strategist (remote us)|directive,Sales Operations Strategist (Remote US),Directive,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
"business analyst, renewal desk|thomson reuters","Business Analyst, Renewal Desk",Thomson Reuters,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
data analyst 2|optum,Data Analyst 2,Optum,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
operations analyst m365|old republic title,Operations Analyst M365,Old Republic Title,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
management analyst 3|minnesota department of administration,Management Analyst 3,Minnesota Department of Administration,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
business analyst|11:11 systems,Business Analyst,11:11 Systems,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
business analyst / sme|pinnacle method consulting,Business Analyst / SME,Pinnacle Method Consulting,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
business analyst / scrum master|pinnacle method consulting,Business Analyst / Scrum Master,Pinnacle Method Consulting,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
senior salesforce business analyst|pinnacle method consulting,Senior Salesforce Business Analyst,Pinnacle Method Consulting,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
warehouse coordinator|tennant company,Warehouse Coordinator,Tennant Company,Not Applied,Not Applied,,,2026-06-27,Operations / Supply Chain Resume,No,,,,,,,,
agentic operations consultant|salesforce,Agentic Operations Consultant,Salesforce,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
salesforce engineer|thomson reuters,Salesforce Engineer,Thomson Reuters,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,,,
